timestamp,surge,sway,heave,roll,pitch,yaw,surge_t,sway_t,heave_t,roll_t,pitch_t,yaw_t
21:11:414000,-0.27185845375061035,-1.0363839464844204e-05,4.4260550566832535e-06,3.244107574573718e-06,2.731145650614053e-05,1.5230869394144975e-05,0.07951515167951584,1.920988506753929e-05,-6.823023340984946e-06,6.082156232878333e-06,-7.651507621631026e-05,-4.20673459302634e-05
21:11:514799,-0.2714574337005615,-1.0799881238199305e-05,4.4267080738791265e-06,3.2662971989338985e-06,2.6927844373858534e-05,1.5151295883697458e-05,0.08014912903308868,-5.322465221979655e-05,2.494118461981998e-06,1.603233795322012e-05,-7.524750981247053e-05,-2.3234597392729484e-05
21:11:615487,-0.27105364203453064,-1.108457308873767e-05,4.167533461441053e-06,3.1652816687710583e-06,2.6509984309086576e-05,1.5101713870535605e-05,0.08079112321138382,-6.298994412645698e-05,-4.332297612563707e-05,-1.9584507754188962e-05,-8.470327884424478e-05,-1.4187078249960905e-06
21:11:715942,-0.27064773440361023,-1.1098419236077461e-05,4.129849003220443e-06,3.118868789897533e-06,2.606927591841668e-05,1.4945545444788877e-05,0.0811915397644043,-1.3690535524801817e-05,-3.1284798751585186e-05,-2.7271542421658523e-05,-9.928295912686735e-05,-3.202462539775297e-05
21:11:816946,-0.2702386677265167,-1.1204239854123443e-05,3.902506250597071e-06,3.0623630209447583e-06,2.5623419787734747e-05,1.4881534298183396e-05,0.08174826949834824,-1.1814930076070596e-05,-4.456337774172425e-05,8.776443792157806e-06,-8.43300367705524e-05,-3.012451998074539e-05
21:11:917783,-0.26982685923576355,-1.1230255950067658e-05,3.7775287182739703e-06,2.906635018007364e-06,2.5064386136364192e-05,1.4794256458117161e-05,0.08235009014606476,4.746257218357641e-06,-4.820490357815288e-05,-1.811458969314117e-05,-9.8436648841016e-05,-1.9480787159409374e-05
21:12:018758,-0.2694126069545746,-1.12400239231647e-05,3.7223276194708887e-06,2.8226654649188276e-06,2.4468576157232746e-05,1.4599828318750951e-05,0.08287721872329712,-3.0309231078717858e-05,-1.7444248442188837e-05,-4.047477341373451e-05,-0.0001239026605617255,-1.7930557078216225e-05
21:12:119476,-0.2689957618713379,-1.1196816558367573e-05,3.4969309581356356e-06,2.929601578216534e-06,2.4072065571090207e-05,1.438659273844678e-05,0.08333183079957962,-1.979275566554861e-06,-1.0406737601442728e-05,2.4349623345187865e-05,-8.310061093652621e-05,-3.823068618657999e-05
21:12:220166,-0.26857635378837585,-1.0979809303535149e-05,3.5185196338716196e-06,2.9875368454668205e-06,2.3685304768150672e-05,1.41354948937078e-05,0.08384184539318085,5.235393837210722e-05,-2.2553558665094897e-06,2.8795109756174497e-05,-8.166370389517397e-05,-5.717656313208863e-05
21:12:321016,-0.26815417408943176,-1.0802525139297359e-05,3.3622982300585136e-06,2.9906148029112956e-06,2.3338925529969856e-05,1.4043524060980417e-05,0.08441005647182465,6.91769746481441e-05,-2.7652968128677458e-05,1.8147635273635387e-05,-6.712990580126643e-05,-3.2722011383157223e-05
21:12:421653,-0.2677295506000519,-1.0923679838015232e-05,3.4983211207872955e-06,2.875866812246386e-06,2.293584475410171e-05,1.3954985661257524e-05,0.08496737480163574,-2.5034212740138173e-05,4.560540401143953e-05,-3.564404687494971e-05,-7.256803655764088e-05,-2.0290797692723572e-05
21:12:522364,-0.26730281114578247,-1.0853877938643564e-05,3.5251734971097903e-06,2.9149912279535783e-06,2.273834979860112e-05,1.378317847411381e-05,0.08538565039634705,-1.889314989966806e-05,5.559200144489296e-05,-1.734008219500538e-05,-5.4593736422248185e-05,-3.135494625894353e-05
21:12:623051,-0.2668727934360504,-1.1055821232730523e-05,3.1776392006577225e-06,2.768403192021651e-06,2.235308784293011e-05,1.365618754789466e-05,0.08597341924905777,-4.097499549970962e-05,-5.7224631746066734e-05,-1.5738951333332807e-05,-7.533132884418592e-05,-3.1978423066902906e-05
21:12:723803,-0.26644036173820496,-1.1063354577345308e-05,3.3206454190803925e-06,2.5025021841429407e-06,2.219147609139327e-05,1.3493383448803797e-05,0.08644899725914001,1.513298866484547e-05,3.8947393932176055e-07,-4.402479316922836e-05,-3.903387550963089e-05,-4.8578265705145895e-05
